PuzzleId,FEN,Moves,Rating
0rxWr,r4rk1/2p2Rpp/1p6/7Q/4P1P1/3PK3/1q2B2P/q4R2 b - - 0 31,f8f7 h5f7 g8h8 f7f8 a8f8 f1f8,915
0rzQm,6rr/1QP2p2/1P3k2/3pn2p/8/7b/P4PN1/1R4K1 w - - 1 32,c7c8q e5f3 g1f1 h3g2 f1e2 g8c8,2506
0sSqB,r2r1k2/p4pp1/1pq3n1/2p1PNPQ/2P2BK1/3p2P1/PPn1p3/7R b - - 1 29,e2e1q h5h8 g6h8 h1h8,1437
0sV13,5R2/2rp1QP1/3k4/2p5/1p6/6P1/2P2PK1/r1q5 w - - 1 41,g7g8q c1h1,1497
0spCB,8/8/p1R3kp/P2p2p1/1P6/7P/3q2P1/4q1RK b - - 1 44,g6h5 g2g4 h5h4 c6h6,1103
0sszl,r1b5/p6k/5rpb/q3p1P1/2B5/5P2/PpP1K2Q/R7 b - - 1 21,b2a1q h2h6,638
0szBd,4r3/P4pk1/5p2/2pp3p/1p3Pq1/1Pn1P2p/2Q3P1/R4RK1 w - - 1 35,a7a8q e8a8 a1a8 c3e2 g1f2 e2d4 c2d3 g4g2,2314
0thqN,8/3R3p/6pk/8/5PP1/2q4P/1p5K/8 b - - 0 46,b2b1q g4g5 h6h5 d7h7,926
0txid,4Q3/1bP3pk/p4p2/1p6/5P2/P1N4P/1Pq3PK/8 w - - 7 52,c7c8q c2g2,1000
0uZLU,3r1bnr/P1k3q1/QN2p2p/1Pp5/6p1/2P2P2/5P1P/R1B2RK1 w - - 4 23,a7a8q g4f3 c1g5 g7g5 g1h1 g5g2,1287
0uiis,8/3Q2k1/8/2p1P1q1/2P1B3/3P4/7K/qb3r2 b - - 1 60,g7h6 d7h7,1050
0utNg,8/P7/5p1k/6pp/4Q3/6PK/q6P/8 w - - 4 47,a7a8q g5g4 e4g4 h5g4,1298
0v0rE,r4rk1/1p3p2/2p2Bpp/3p4/3P3Q/2P1R3/1q4PP/q3R1K1 b - - 1 27,g8h7 h4h6 h7h6 e3h3,1222
0vJWz,3r2k1/pPQ3p1/5q2/3b4/3p4/BNP1b1PR/P6K/8 w - - 6 39,b7b8q f6f2,879
0vO8Z,r5k1/1p1R2p1/4p1p1/2NpPr1p/qn1P4/8/p2BQP1P/2R3K1 b - - 5 29,a2a1q c5a4 a1a4 c1c7 a4d7 c7d7,2114
0vRez,1Q6/4P1pk/2p4p/3p4/1P6/3q1b2/3B1P1P/4K3 w - - 3 43,e7e8q d3b1 d2c1 b1c1,1195
0vdHV,5Q2/P1k4p/2p3p1/8/8/q7/3b1PPP/5K2 w - - 2 44,a7a8q a3d3 f1g1 d3b1,1631
0veaA,8/5pk1/3b4/1Q1Q2pn/3Pp1n1/4P1P1/1B3qK1/5NN1 w - - 0 44,g2h1 h5g3 f1g3 f2h2,1241
0vqZw,1r5k/p3bq2/3pQ2p/6p1/3P4/2P4P/PP3pPK/R3R3 b - - 0 29,f2f1q e6h6 f7h7 h6h7,1572
0vvXL,4k3/7Q/4q1N1/1ppr1p1p/8/2B3P1/3p1PK1/8 b - - 2 49,d2d1q h7h8 e8d7 g6f8 d7c6 f8e6,1341
0xBtv,1Q6/P5pk/5p1p/2p1p3/5n2/1P3NqP/6P1/5K2 w - - 3 35,a7a8q g3g2 f1e1 g2e2,1093
0xHAT,7Q/8/q7/2RK4/8/3k4/1p6/8 b - - 10 72,b2b1q h8h7 d3e3 h7b1,1732
0xjGe,2r1r1k1/4pRb1/p1n1R1Qp/1pq5/8/2P3BP/PP3PPK/3q4 b - - 1 32,c5g5 f7g7 g8h8 g7h7,1184
0yxV9,8/8/3P2pk/3R4/2P5/3B4/1KP2p2/6q1 b - - 5 43,f2f1q d3f1 g1f1 d6d7 f1f6 c2c3 f6d8 c4c5 h6g7 c5c6,2086
0zLtO,Q7/6pk/2p1p3/2PpP2p/1Q1Pp3/4q1rP/1B4P1/6RK w - - 1 34,b4e1 g3h3 g2h3 e3h3,1195
0zQtg,3Q4/pbp1Q1pk/7p/p3Pp2/5P2/3Pq2P/1rP3P1/R1R4K w - - 1 32,d8c7 e3h3 h1g1 h3g2,1527
0zX14,r5k1/5rp1/3P4/3R2N1/4Q2K/q6P/1bP2PP1/7q b - - 7 37,b2f6 e4h7 g8f8 h7h8,1102
0zbgA,8/1P4k1/2p4p/3p1qp1/1P1P1p2/8/3QbPPP/6K1 w - - 0 32,b7b8q f5b1 d2c1 b1c1,591
0zdsj,8/p3PQ1n/3p2pk/2p5/5P1p/2P2KNr/r7/8 w - - 0 43,e7e8q h3g3 f3e4 a2e2 e4d5 e2e8,1649
0zpzO,rnb1kb1r/ppp3p1/4p3/5p2/4pP1q/1PNPP3/PBP3Qp/2KR2NR b kq - 1 14,h2g1q d1g1 h4h1 g1h1 h8h1 g2h1,1785
10xpY,r5rk/1p4p1/2p1p1QR/5pR1/5q1P/2P5/1PK2P2/q7 b - - 0 39,g7h6 g6h6,1165
1133B,8/1Q4pk/1p3p1p/3p1N2/3Pn3/2q4P/5PPK/q7 b - - 1 50,h7g6 b7g7 g6f5 g7g4,1950
114ER,8/4Q1kp/4ppp1/p2p4/3P4/4PK1P/5PP1/1qq5 b - - 1 47,g7h6 e7f8 h6g5 h3h4 g5h5 g2g4 h5h4 f8h6,1332
11KjQ,3r2k1/Q3nppp/2p5/8/1Q6/2N1B3/PPK1bP1P/q7 w - - 0 20,a7e7 e2d1 c3d1 a1d1 c2c3 d1d3,1838
12DZ9,2Rr3k/6p1/4Q2p/1p5K/4B1PP/4n3/P1p5/3q4 b - - 0 41,c2c1q e6e8 d8e8 c8e8,1585
12VbM,7r/P2bk1p1/3p1p1q/3B4/4PR2/2P5/3N1QpP/R3N1K1 w - - 1 30,a7a8q h6h2,834
12spQ,2Q1Q3/8/4p2p/1p4k1/6pq/1P3P2/P5PK/8 w - - 3 41,h2g1 h4e1 g1h2 g4g3 h2h3 e1h1 h3g3 h1h4,1235
131bq,1n3rk1/6pp/7N/8/3q4/8/Q4RPP/1q3BK1 b - - 1 32,g8h8 a2g8 f8g8 h6f7,1341
13How,8/Q5bk/6p1/6N1/8/7P/1q4PK/q7 b - - 1 46,h7g8 a7f7 g8h8 f7e8 g7f8 e8f8,1323
13uxN,8/5Qp1/1qp2b2/3kp3/5n2/3P1K2/8/1q6 b - - 5 50,d5d4 f7c4,1015
14Dyp,Q4rk1/1Q6/2p2q2/8/8/1PP3p1/1KP1R3/7q w - - 0 43,a8a6 g3g2 e2g2 h1g2,2216
14gr7,2Q5/1p1P2pk/1q5p/2p5/6P1/p1P4P/PP6/1K1R4 w - - 0 31,d7d8q b6b2,971
14ijp,Q3n3/1P3k2/8/3p4/6n1/1B1P1bB1/4r3/6K1 w - - 3 55,b7b8q e2g2 g1f1 g4e3 f1e1 g2e2,1699
15aro,4Q3/p5pk/1pB2pq1/8/7p/1P5P/PB2Q2b/6K1 w - - 1 37,g1f1 g6g1,894
15cyP,2Q5/3P2pk/p6p/5pq1/P3p3/5p1P/3r1QP1/4R1K1 w - - 1 37,f2d2 g5d2 c8g8 h7g8 d7d8q d2d8,1910
15uhU,5Q2/4P2p/p4pp1/1p4kn/8/7P/PPr2rP1/R6K w - - 0 30,e7e8q h5g3 h1g1 f2g2,1312
16JKk,4r1k1/ppp2p2/6p1/3q4/PP6/2Q3PP/4p2K/3RR3 b - - 6 31,e2d1q e1e8 g8h7 c3h8,858
16YE4,r4r1Q/pp1k1pN1/n1p1pQ2/4P3/2q5/8/P5P1/5K1R w - - 2 31,f1g1 c4c5 g1f1 f8h8 f6f7 c5e7 f7e7 d7e7,2315
16r4O,2nr3r/1P2kppp/3bp1q1/1Q1p4/3P4/2P1P1P1/1Bb2PBP/R5K1 w - - 6 29,b7c8q d8c8 b2a3 d6a3,1650
1747C,7Q/3P4/8/5kp1/8/6PK/P2q4/8 w - - 5 61,d7d8q g5g4 h3h4 d2h2,1169
17X1a,1Q6/P4ppk/6qp/8/8/3r1b1P/5PP1/R4RK1 w - - 1 31,a7a8q g6g2,802
17kdj,8/1p1knp2/p3pQ1q/3pP3/5KP1/1B3P2/3Q4/6r1 w - - 7 39,g4g5 h6h4 f4e3 e7f5 f6f5 g1e1 e3d3 e6f5,2483
17r90,8/2P5/p2rp1k1/Kp1q4/1P6/2Q2p2/P5p1/6R1 w - - 1 50,c7c8q d5a2 c3a3 a2a3,665
17vbG,8/2kb2P1/2p1p1P1/3n2Q1/8/2q5/p4P2/1q1RR1K1 w - - 0 35,g7g8q c3e1 d1e1 b1e1 g1g2 a2a1q g5d8 c7d6 g8f8 d6e5,2222
17vln,8/p4Bqk/1p4N1/5p2/2P2Q2/6P1/PP4PP/3qrRK1 w - - 2 39,f4h4 g7h6 g6f8 h7g7,815
18OxB,r5qk/6p1/6Rp/3pQp1P/3P4/8/6PK/q7 b - - 1 44,a8e8 g6h6 g8h7 e5e8,1640
18Sqs,3r4/p1P3pk/Q4p1p/5P2/2B1q3/P1b2p1P/3p1P2/3R1KR1 w - - 0 39,c7d8q e4e1 d1e1 d2e1q,1389
18iqX,r6Q/6p1/1R4kp/3q1p2/8/6BP/5PPK/q7 b - - 5 45,g6h5 h8h7 a1f6 b6f6 g7f6 g3f4,2257
190AZ,r2r4/p2k1pQp/3NpPp1/4P3/3q2P1/8/p6P/5B1K b - - 1 33,a2a1q g7f7 d7c6 f7b7 c6c5 b7b5,1176
19Q0u,7R/2q3p1/5pkp/p7/1p2Q1P1/6PP/7K/2q5 b - - 3 46,g6f7 e4e8,899
19XZT,q7/2PQ4/4p1P1/5p2/1k5P/4P1K1/5P2/r7 w - - 0 47,c7c8q a1g1 g3f4 a8e4,1258
19osJ,3Q1Q2/p4ppk/1p5p/3np3/2q1N3/5P1P/4KP2/8 w - - 3 32,e2e1 c4c1 e1e2 d5f4,1526
1AYEY,2QQ4/6pk/7p/p3qp2/1p6/4K3/P4PPP/8 w - - 2 35,e3f3 e5e4 f3g3 e4g4,956
1BA5k,Q7/1Q3npk/6qp/8/5n2/8/5PP1/5K2 w - - 2 43,b7f3 g6b1 f3d1 b1d1,1294
1BMbF,2Q5/5pkp/Q4p2/3bp3/3pq3/6rP/5PP1/2R3K1 w - - 1 32,g1f1 e4g2 f1e1 g2e4 e1d2 e4f4,2382
1CiG0,r7/5P1k/6p1/8/6B1/1PQ4P/1KP3P1/6q1 w - - 1 49,f7f8q g1a1,1042
1DW2o,2r5/p3QQ1N/1k2p1p1/1p1qP3/3p4/3P2P1/5P2/6K1 w - - 3 41,h7f6 c8c1 g1h2 d5h1,900
1DdU9,3k4/3r4/3P3p/2P1Q3/p7/q5P1/1p3BK1/8 b - - 0 52,b2b1q e5h8,1021
1DjaN,1r3rk1/8/Q3p1Pp/5p2/8/1q5P/1p3PRK/6R1 b - - 0 37,b2b1q g1b1 b3d5 a6a7 d5e5 g2g3,2262
1E4kB,1kr5/ppR5/4R3/2N1Bppq/6n1/5B2/PPP1KPP1/7q b - - 0 28,g4e5 c7b7 b8a8 b7b8 a8b8 c5a6,2302
1EK2h,7r/5k1p/p2NpPp1/3n4/3P3Q/q3P3/P4P1P/2q2RK1 b - - 1 28,f7f8 h4h6 f8g8 f6f7,1172
1EKMK,4rr2/3R1P1p/bkp3q1/1p2Q3/8/8/P5PP/5R1K w - - 1 38,f7e8q f8f1,1326
1En6c,2Q5/5pk1/6pp/p7/B1pqPn2/5P2/6rP/1R2Q2K w - - 1 35,e1d1 g2h2 h1h2 d4f2 h2h1 f2g2,1709
1FTfH,5nk1/5p2/5Pb1/3q4/3B4/2Pp2KR/7R/q7 b - - 1 58,a1d1 h3h8,439
1FV1V,Q7/7k/5qp1/2pPb3/2P1p1Q1/8/R6P/4r2K w - - 0 41,h1g2 f6f1,1035
1FVus,8/p2k4/Pp6/5Qp1/4P2p/5P1P/5PKB/1qq5 b - - 2 52,d7c6 f5d5,1395
1FkqC,7k/5ppp/8/2p5/6P1/1p1rP2P/2q2PKQ/q7 b - - 0 40,b3b2 h2b8 d3d8 b8d8,675
1G5a8,2q4k/7p/6pP/2q5/6P1/5Q1K/8/8 b - - 0 57,c8g8 f3f6 g8g7 f6g7,1186
1HEie,2Q5/1Q3p1k/6pp/4q3/2q5/6PP/5P1K/8 b - - 0 44,c4e2 b7f7 e5g7 c8g8,1148
1HKG5,k1b1r2Q/pp6/4PQ2/8/8/P6K/5bPB/3r3q b - - 3 50,h1h2 h3h2 f2g1 h2g3 e8h8 f6h8,1529
1Hbhe,QQ6/5ppk/5p1p/3p4/6P1/4Pq1K/7P/8 w - - 0 49,h3h4 g7g5 h4h5 f3h3,1079
1HpjV,2r3k1/4pp1p/p3q1pB/8/4B3/5P1P/nQp3PK/8 b - - 2 32,c2c1q b2g7,1012
1Hq3Q,6k1/Q7/1P4p1/8/7K/4Pq2/P2p3P/R7 b - - 0 36,d2d1q a7b8 g8h7 a1d1,2413
1IlzU,5b1r/4kppp/2B1b3/1p6/1Q6/3P1N2/2K2PPP/q6q b - - 7 26,e7f6 b4h4 g7g5 h4g5,1739
1J87L,Q7/6pk/2Rp2qp/3Ppb2/4R3/P2QbP2/r5PP/6K1 w - - 0 35,d3e3 g6g2,1638
1JF4F,6rk/1n1BP1q1/1p1p3p/p1pQ1p2/P1P2P2/7P/2P4K/4R3 w - - 1 36,e7e8q g7g3 h2h1 g3h3,1507
1JJgZ,r4r2/5ppk/8/3p1N2/2p5/2q1P1QP/p4PP1/5RK1 b - - 2 43,a2a1q g3h4 h7g6 f5e7,1663
1JJnB,7k/p4Qp1/1p1qp1P1/8/1n2p3/8/PP1p2PP/5RK1 b - - 0 28,d2d1q f7e8 d6f8 e8f8,1562
1JO59,1Q1r3k/P5p1/7p/2Q1p3/8/2P1K1q1/2P5/4R3 w - - 6 40,e3e4 g3f4,1448
1JyEi,5Q2/pkp5/1pp5/7q/8/1P1PP1pr/P1P3Q1/5R1K w - - 0 31,g2h3 h5h3 h1g1 h3h2,1006
1KAlh,2R2rk1/5pp1/5b1p/1q3B2/8/6Q1/p4PPP/2R3K1 b - - 1 34,a2a1q c8f8 g8f8 c1a1 f6a1 g3d6 f8e8 f5e4,2560
1KHmN,8/p1R2pkp/3p2q1/8/8/5P2/1Q1N1q1P/7K b - - 1 31,g6f6 b2f6 g7f6 d2e4 f6e6 e4f2,1472
1KZYh,8/R4pr1/2b2k2/3ppp2/P6Q/5B1P/5PPK/1qq5 b - - 0 39,f6e6 h4e7,1490
1Lh0C,4Q3/3P3k/1p3bp1/3q4/1P6/p1B3Pp/P4P1P/6K1 w - - 0 44,d7d8q d5g2,1429
1M184,2r2r2/4npk1/1q5p/4P1P1/3pB1Q1/Pp4B1/2p3P1/1R3RK1 b - - 0 28,c2b1q g5h6 g7h8 g4g7,1396
1MFpL,r1b2rk1/pPb3pp/8/4qp2/8/1P2PQ2/P2N1PPP/RB3RK1 w - - 1 18,b7a8q e5h2,1225
1MKgp,4Q3/1kp5/1p6/1B2p3/4Pp2/5P1K/pq6/8 b - - 3 48,a2a1q b5c6 b7a6 e8a8,1719
1MVWQ,6k1/1p3pb1/4pPp1/6N1/2bP2P1/5PKQ/5R2/1q2q3 b - - 0 37,g7f6 h3h7 g8f8 h7f7,1067
1MrtH,3Q1K1k/5Qpq/5p2/5P2/6p1/8/p4P2/8 b - - 0 48,a2a1q f8e7 h7g8 f7g8,1040
1NhgF,5Q2/7b/7k/p7/P4PPP/8/1P5K/2qq4 b - - 1 39,h6g6 f4f5,1419
1OMfx,5r1k/7p/6p1/1Q6/1bB5/6KP/2p3P1/q5q1 b - - 3 50,a1e5 b5e5 f8f6 e5f6,830
1OZ19,5rk1/1Q3ppp/8/p7/2Q5/1P1p4/1P1bqPPP/1K6 w - - 0 31,b7f3 e2f3 g2f3 f8d8,2274
1OZIK,4Q3/1pRP3p/pN3p2/6p1/5nk1/PP4P1/5P1P/3q1BK1 w - - 7 34,d7d8q f4h3 g1h1 d1f1,1443
1Ocpl,r2q4/1bp1P1pk/pp5p/5rb1/P1QP1n2/2N5/1P3P1P/3RR1K1 w - - 1 23,e7d8q f4h3 g1f1 f5f2,1519
1Ohfk,8/4Q1bk/1p4p1/1Pp5/2P5/7P/P1Q3PB/q2n2K1 w - - 0 41,g1f1 d1e3 f1f2 e3c2,940
1OopV,8/p1P2rqk/3Q1p2/4p2P/3p4/1P3p2/P6K/8 w - - 0 43,c7c8q g7g2,765
1OwGB,8/4R2p/p2q2pk/2pBQb2/2P2P2/P5KP/1r1p4/8 b - - 5 37,d2d1q e5g7 h6h5 g7h7,1412
1PFKj,5rk1/5p1p/3P2p1/pq1N4/3QP3/6PP/6BK/1q6 b - - 1 35,b1b2 d5e7,1373
1PVui,3rQ3/2r3pk/Qp5p/p4P2/2n2qP1/2P4P/PP3B2/1K2R3 w - - 0 38,e8d8 f4f2 b1c1 f2e1 d8d1 e1f2 a6b5 c7c5,2787
1Pbfw,4Q3/6k1/8/4p3/2P1PbP1/1P1Q1P2/8/3R1K1q w - - 1 44,f1e2 h1g2 e2e1 f4g3,1331
1PiZt,2Q5/3Q3p/5ppk/8/P3P3/3p3P/1r3PP1/5qK1 w - - 0 43,g1f1 b2b1 c8c1 b1c1,522
1PjDx,5k1R/8/p4p2/4pQ2/P7/8/4KPP1/1qq5 b - - 1 32,f8e7 h8h7 e7d6 f5f6,2551
1Q60O,1r6/6kQ/1q1p2B1/1p2b3/8/1P5P/8/1qB4K b - - 2 37,g7f6 h7f7,748
1QKIh,8/pp3P1k/4P3/7p/5Q2/6PK/P7/1q6 w - - 5 50,f7f8q b1h1,817
1QR31,3R1bk1/5p2/5PpQ/8/1q6/7P/p5PK/8 b - - 0 42,a2a1q h6g7,1722
1RJGX,rnbq1kBr/ppppb1pp/8/8/4P3/1Q6/PPp2PPP/RNB1K1NR b KQ - 0 7,c2b1q b3f7,930
1RxOL,rnb2rk1/6p1/2p1p1PR/1p1pP3/3P4/2P1Q3/p3NP2/1q1NKB2 b - - 0 28,a2a1q h6h8 g8h8 e3h3 h8g8 h3h7,1202
1S6Ii,3Q4/6pk/6r1/p4Q2/1p6/4q2P/6PK/8 w - - 2 46,d8a5 e3g3 h2g1 g3g2,1143
1S8XX,8/2pQ1pp1/2B1k2p/4bq1P/8/6P1/5PK1/q7 b - - 3 41,e6f6 d7d8 f6e6 c6d5,2112
1SEtU,r1b2rk1/p5np/2pQ2p1/2p3q1/4P1pb/2NP4/PPP2p1P/R3NR1K b - - 1 23,f2e1r d6f8,1302
1T3MR,5Q2/5Q1p/1p3bpk/4q3/8/2q3PP/6NK/8 b - - 2 41,h6g5 h3h4 g5g4 f7d7,1619
1T8Vj,6k1/4p2p/5pP1/3PqN1Q/8/6P1/5P1K/2q5 b - - 1 42,h7h6 f5h6 g8f8 h6f5 f8e8 g6g7,2599
1TBzq,8/5p2/5P2/6Pk/4Q3/6PK/pq6/8 b - - 4 63,a2a1q g3g4 h5g5 e4f5 g5h6 f5h5,2065
1TCei,3r3k/7p/8/1Q6/8/6PP/1p4BK/3q4 b - - 1 43,b2b1q b5e5 h8g8 e5e6 g8g7 e6e7,1806
1THOZ,1Q6/5rkp/2Bp1q2/2pP4/4P1p1/1QN3pP/1P4P1/6K1 w - - 1 41,b3d1 f6f2 g1h1 f2f1 d1f1 f7f1,1065
1Tq44,2QQ4/5ppk/4p2b/p2p2B1/6PK/8/2R4P/4q3 w - - 2 46,h4h5 g7g6,1336
1U7JR,4Q3/8/8/4pp2/1Q3k2/K7/4q3/6q1 b - - 1 59,g1d4 b4d4 e5d4 e8e2,1128
1U9r4,1Q6/Q4ppk/3p1n1p/3P1q2/8/8/2r1NPPP/R2R2K1 w - - 1 24,e2d4 f5f2 g1h1 f2g2,915
1UAdP,4q1k1/2Q3b1/4p1p1/3pN2p/3q1B1P/4N1K1/2P2PP1/8 b - - 0 36,g7e5 f4e5 d4e5 c7e5,998
1UvUk,q4b1r/p1Q2ppp/4kn2/2P4b/2B5/4P1BP/Pq1N1P2/R3K3 b Q - 7 18,e6f5 c7f4 f5g6 c4d3 f6e4 d3e4 a8e4 f4e4,1492
1V5wp,r4Q1k/4P1p1/2p4p/2Pp4/1P6/4q2P/6P1/q4R1K b - - 1 35,a8f8 e7f8q h8h7 f1a1,1843
1VSvf,8/4kpQP/p3pr2/8/nq3r2/1N5R/1PP5/2K3R1 w - - 1 32,h7h8q f4f1 g1f1 f6f1,1033
1WcwQ,2q3k1/Q7/1p5p/2pp2p1/3P1nK1/2P2P2/1P3Q2/8 w - - 3 47,g4g3 c8h3,961
1XI2U,3Q4/7k/4p2p/1p2Qb2/1P1R1P2/8/3K2q1/8 w - - 3 54,d2c3 g2c2,823
1XVj8,2r3k1/1R3p1p/6p1/3Q1b2/8/3p3P/p5PK/2q5 b - - 3 39,a2a1q d5f7 g8h8 f7h7,1201
1Xaz6,8/4PR1R/6pk/8/8/1p3PP1/4qPK1/1q6 b - - 0 41,h6g5 f3f4 g5g4 h7h4,1037
1Y91F,6k1/5pp1/5P2/6Q1/7P/1q6/p5PK/8 b - - 0 51,a2a1q g5g7,531
1YCGY,6rk/1R4r1/8/2pP4/2P1Pp2/P2B1P2/KQ1q4/3q4 b - - 1 50,d2d3 b2h2 g7h7 b7h7,1204
1YZUk,4Q3/3P2pk/1p3p1p/1P6/5PPK/p2q4/5P1P/8 w - - 0 44,d7d8q g7g5 f4g5 h6g5 h4h5 d3h3,2239
1YZdj,Q4rk1/5ppp/8/8/5p2/1qr5/2Q3P1/R1K2R2 w - - 11 42,a8a2 c3c2 a2c2 b3e3,1520
1YkZe,2b2rk1/4Rp1p/6pB/4R3/7P/5QK1/2p3P1/1r4q1 b - - 5 25,c2c1q f3f7 f8f7 e7e8 f7f8 e8f8,1515
1ZPeS,3Q4/5pkp/6p1/6q1/5b2/3RQK1P/1r4P1/8 w - - 1 36,e3f4 g5g2 f3e3 g2e2 e3d4 b2b4 d4c5 b4f4,1993
1ZQsg,r6k/p1p1P1p1/1p1nQ2p/1B6/3q1r2/8/P5PP/R4R1K w - - 3 26,e7e8q a8e8 b5e8 d6e4 g2g3 e4f2 h1g2 f4f6 e6f6 g7f6,2689
1ZYWW,2b3rk/6pp/p2Q1P2/8/8/4p2P/P2p2BK/4qR2 b - - 0 37,d2d1q f6g7 g8g7 f1f8 g7g8 d6e5,1851
1ZgWC,3Q4/5ppk/7p/4r3/2b1q3/1Q6/1P3PPP/3R2K1 w - - 1 35,b3f3 e4e1 d1e1 e5e1,720
1Zr7G,2R2rk1/3P2p1/5p1p/4p3/3nP1BP/3P2PK/qp6/5Q2 b - - 1 32,b2b1q c8f8 g8f8 d7d8q,1568
1Zsbu,8/1P2Bk2/4p1p1/3pPp1p/5P2/4q3/6PP/2r2Q1K w - - 5 46,b7b8q c1f1,1033
1Zyhl,6q1/PQ6/3p1k2/4bp2/1P4pK/8/8/8 w - - 1 59,a7a8q g8g5,883
1a7Jx,1Q6/4P1k1/5r2/6p1/3P4/6P1/PP3qPK/R7 w - - 3 34,e7e8q f6h6 e8h5 h6h5,1167
1aWPQ,2Q2rk1/6r1/p2p4/3Nb1qp/2Q5/2P5/1P3P1p/R4RK1 w - - 0 28,g1h1 g5g2,1186
1adTa,8/6b1/3Q1P1k/3p1Qpp/3q4/5P1P/4RK2/8 w - - 0 47,f2g3 d4g1 e2g2 h5h4 g3g4 g1g2 d6g3 g2g3,1735
1almm,8/1P2Q3/8/8/8/2N5/5k1K/3q4 w - - 0 81,b7b8q d1h5 e7h4 h5h4,1458
1anhn,Q7/5pk1/6p1/7p/2pb1P2/R4Q1P/1P6/1q5K w - - 3 41,h1h2 b1g1,1268
1avBR,r1bqkbnr/pp1ppppp/2n5/6N1/2B1P3/8/Pp3PPP/RNBQK2R b KQkq - 1 6,b2a1q c4f7,958
1avjy,5rk1/5Rp1/7p/4N3/1PQP4/4q2P/2p3PK/8 b - - 0 29,c2c1q f7f8 g8f8 c4f7,1641
1axtD,5Q2/1ppk4/p2p4/5R2/3pP3/3P1Q1q/PP1K2p1/2r5 b - - 0 39,g2g1q f8g7 g1g7 f3h3 d7c6 d2c1,2167
1bQbc,3r1qk1/5pp1/pp5R/4p2Q/2P5/6RP/PP4PK/3q4 b - - 1 31,g7g6 h6h8 g8g7 h5h6,2184
1bhoz,8/3b1QBk/1q1p3b/p2P4/2p1P3/7P/P4RPK/1q6 b - - 0 35,b6f2 g7f6 h6g7 f7g7,1613
1bpzg,5rk1/5R1p/5Kp1/4P3/2Q2P2/8/1p3q2/8 b - - 0 38,b2b1q f7f8 g8f8 c4f7,800
1buQU,5knQ/1p1b1ppR/2n1p3/3pP3/2pP2P1/q1P5/1p3PKP/r4B2 b - - 9 35,b2b1q h8g7 f8e7 g7f7 e7d8 f7d7,1330
1cFBW,2Q5/5ppk/1RP2r1p/p3p3/P3P3/B3Q2n/6q1/2R1K3 w - - 7 36,c8h3 f6f1,1137
1cjRT,4Q3/pkr3p1/qp1Q4/r7/5P2/8/6PP/R4R1K w - - 1 37,a1a5 a6f1,864
1dNvG,8/8/6pk/8/3Q2K1/2P5/4p3/5q2 b - - 17 63,e2e1q d4h8,856
1eCNS,6Q1/1P6/5p2/8/5q2/4pk2/8/4K3 w - - 3 71,b7b8q f4h4 e1d1 e3e2,2001
1euRW,3Q4/4Qpk1/1p2r1pp/7q/8/6P1/PP4P1/6K1 w - - 3 41,e7d7 e6e1 g1f2 h5e2,1026
1ewKG,1q5k/2PQ2pp/8/8/8/7P/6PK/1q6 b - - 1 38,b1b7 d7d8 b8d8 c7d8q,1210
1f13O,2r1r2k/3P2pp/p1p5/2P5/1P1N1q2/1Q2p3/P5PP/4R1K1 w - - 0 31,d7c8q f4f2 g1h1 f2e1,1171
1fp7Q,q7/2k1Q3/1p3Np1/1P3p2/2P5/6PP/2P4K/3q4 b - - 0 39,c7b8 f6d7 d1d7 e7d7,1303
1fyLy,7k/Q7/2p1q1Qp/3p4/8/3n4/5n1P/6RK w - - 0 43,h1g2 e6h3,1809
1g2hL,8/5bpk/5P2/6Qp/7P/8/p3q1BK/8 b - - 0 56,a2a1q g5g7,1240
1gCGG,2Q1r1k1/5ppp/R7/2Q1b3/8/3KpP1P/3q4/8 w - - 0 35,d3c4 d2c3 c4b5 e8c8,2066
1h4LZ,Q7/6k1/2p4p/1p3Q2/4PpPK/5P2/1PP4P/4bq2 w - - 3 44,h4h5 f1h3,675
1h5wy,RQb4r/5pkp/4pbp1/1B1p1n2/1Q6/4B3/2q1NPPP/6K1 w - - 0 30,e3d4 c2d1 b4e1 d1e1,1337
1hAQl,rnbq1b1r/ppp1kBpp/5n2/8/4P3/BQ3N2/P4PPP/q4RK1 b - - 1 10,e7d7 b3e6,1178
1i45e,4r3/ppkb1Q2/3p4/2pP4/P3P2Q/1PP5/3Nq1PP/7K w - - 1 35,d2f3 e2f1 f3g1 f1f7,1169
1ivb0,8/2P1q1p1/1pKQ1k2/5P2/1P2P3/8/8/6q1 b - - 1 55,f6f7 d6e7 f7e7 c7c8q g1c1 c6b7,2139
1j6DG,6Q1/kp2q3/p1p5/P1Pp4/1Q6/6Rp/1P3K1r/8 w - - 0 36,g3g2 h2g2 g8g2 h3g2,1853
1jUwS,8/P3p1k1/3p1p2/3q3p/6pP/1n1p2P1/R2Q3K/8 w - - 1 52,a7a8q d5a8 a2a8 b3d2,1275
1jW09,r2q1rk1/5pp1/3bbn1B/p1p5/7Q/P2B1R1P/1pP2PP1/4R1K1 b - - 1 23,b2b1q e1b1 d6h2 g1h1 d8d4 h4d4 c5d4 h1h2,2777
1jozX,8/PQ6/2p2pk1/3p2pp/3P4/4PN1P/5nPK/q7 w - - 0 41,a7a8q a1h1 h2g3 f2e4,1808
