FEN,Moves
R7/1N5k/RN6/5N2/6NN/N1N1N1N1/1NN3N1/N2N1NRK,g4f6 
1NR1NN2/3N1N2/3N3N/6NR/1k2N3/6NR/3N2NN/RK3N2,b8a6 b8c6 
2NNNN2/7N/5N1N/8/N6R/2Nk4/R7/N1RKR3,a4b2 a4c5 
7N/1N3N2/2N3N1/8/R1N5/2kN4/R7/1RKR2N1,g1e2 
7R/2Nk2NN/R7/N7/8/N6N/N4N1N/2RKRN2,h7f6 h7f8 
N2RKR2/N1N1N2N/5N1N/8/4N1N1/N5NN/R3N3/1N1Nk3,a3c2 
3RN2N/2N1N1N1/8/7R/1Nk4N/7R/4N3/1RK5,e8d6 
1N2RKR1/N1N5/N1N5/NN1N3N/2NN4/RN6/3N1k2/7R,d2e4 
R5N1/6k1/R1N5/N1N1N3/8/3N4/8/3N1RKR,c5e6 
N4R1R/8/R5N1/2N3k1/R7/4N3/8/5NKN,c5e4 c5e6 
3kN1N1/R6N/5N2/1N1N2NN/4N3/3NN3/3N3N/NNRKR3,g5e6 g5f7 
4R2N/1N5N/1N6/R2N2NN/N2k2N1/3N3R/5N2/2RK4,g5f3 g5e6 
1N6/1N1N4/R7/6k1/R5N1/1N2N3/N6N/1N3RKR,h2f3 
1N2K3/N6N/NNN3N1/2N5/R3N3/1N1NkN2/R7/1N1R1R1N,b6c4 b6d5 
1NRN4/5NN1/7R/2NkN3/R2N2NN/1N6/8/N2KR1NN,g4e3 g4f6 
R2N3N/3N2k1/R7/1N6/2N5/8/1NN3N1/N4RKR,d8e6 
2R1N3/1N1N1N2/NN4N1/R2N3N/3kN1N1/7R/N5N1/N2KR3,a1c2 a1b3 
RKR5/7N/2NN4/3N3N/3N4/1N5R/1k5N/7R,d6c4 
4R3/8/1N3N2/7R/3k4/4N2R/N7/2RK4,e3c2 e3f5 
KR5N/2N5/7R/k6N/3N3R/3N2N1/7N/8,d4b3 d4c6 
N2NN1K1/R7/1N4kN/RN5N/N2NN3/N7/8/N1N1NRNR,h5f4 
4K1N1/3N1N2/4N1N1/2N4N/R7/1N2kN2/R4N2/3R1R2,f2d1 f2g4 
RKR5/8/7R/1k6/2N4R/6N1/7N/8,c4a3 c4d6 
1N1RN1N1/3NN2N/N3N3/5N1N/7R/2k5/R1N3N1/1RK1N3,e7d5 
2RK4/1N1N1N2/R7/3k4/7R/5N2/3N4/4R3,d7b6 d7f6 
4K3/R7/3NkNN1/7R/1NN5/N3N3/3N4/2NR1R2,g6f4 g6f8 
4k3/R7/6N1/N7/5NN1/1N6/4N3/3RKR2,g4f6 
2RKR2N/8/7R/3k4/7R/6N1/4N3/8,e2c3 e2f4 
N4RKR/8/8/8/5N2/N2NN3/R7/6k1,f4e2 f4h3 
3NN2N/2N1N3/1N4NN/R3N3/3NkN2/N3N2R/8/3RKRN1,e8d6 e8f6 
2N2N1N/7R/k6N/6NR/N1NN4/8/1N4N1/KRNNN2N,a4c5 
4NKN1/8/8/R7/2NN1kN1/7R/8/3NR1R1,d4e2 d4e6 
1N6/3N3R/3kN3/7R/8/3N1N2/1N4NN/N1RKRN2,b2c4 
7R/3k4/3N2NR/N4N2/8/N7/1N1N3N/2RKR2N,g6e5 g6f8 
2NK4/1N5N/8/7R/3k3N/R6N/8/2RNRN2,h4f3 h4f5 
2NN1K1N/4N3/1N5N/N1N4N/RN3N2/2N2k2/4N2R/4R1RN,e2g1 e2d4 
3RKR1N/2NN4/8/4N3/2N4N/7R/3Nk2N/N2N3R,d1c3 
7R/k3N3/N4N1R/2N4N/6N1/4N3/7N/KR6,e7c6 e7c8 
5RNN/R7/4kN2/R7/7N/5N2/8/3RKN2,f3d4 f3g5 
N3RK1N/R3N3/5k2/R7/7N/N4N1N/N3N3/N3NNRN,e7d5 e7g8 
N1KR3N/7N/8/7R/2k5/R7/8/1R6,a8b6 
N1RKR1N1/7N/8/8/5N2/7N/R7/3k2N1,h3f2 
3RKR2/2N1N3/8/8/N2N4/2N5/7R/4k3,d4c2 d4f3 
1R1R3N/4NN2/R7/1Nk5/R6N/4NN2/1NN4N/1NK3NN,b2d3 b2a4 
N3K1N1/2N4N/R7/4k3/N3NN1R/8/6N1/NN1R1R2,f4d3 f4g6 
3KR3/1N3N2/R2N3N/N1Nk2N1/7R/1N1N1N2/5N2/2R5,d3b4 d3f4 
3R1NN1/N5N1/7N/R3N3/1N2k3/7R/1N6/4KR2,g8f6 
2R5/N7/1N3N2/3N3R/2Nk2N1/7R/8/1N1KR3,a7b5 a7c6 
N3KR2/6N1/7R/4k2N/7R/2N5/5NN1/3R4,f2d3 f2g4 
1N1R1R2/R7/1N2k3/R7/N5N1/8/8/4K3,a4c5 
1N1KRN2/1N3N2/R2N4/3k4/R2N4/N4N2/1N1NNN1N/N1R1N3,e2c3 e2f4 
3NR3/8/5N2/R2N4/2Nk4/R7/5N2/2RK1N2,d8c6 d8e6 
N1K1N2N/N6N/R6N/N1k2N1N/2N3NR/N6N/4N2N/1R1R4,a5b3 a5b7 
R1R5/7R/1k1N4/1N5R/8/8/4N3/1K6,d6c4 d6c8 
4NRKR/8/8/5N2/1N6/3NN3/R1N5/2N2Nk1,c1e2 
K7/3N1N1N/7R/kN4N1/6NR/2N3N1/3N4/1R3NN1,d2b3 d2c4 
1RNR4/7R/2k5/R7/8/4N3/7N/2K4N,c8a7 c8e7 
2N3K1/N7/R7/N2N1NkN/RN4N1/4N1N1/1N6/2NN1R1R,g3e4 
N3KRN1/8/R7/1N1Nk3/R7/1N4N1/2NN4/1N1R4,d2f3 d2c4 
1N1R1R2/N7/2N4N/R3N3/3NkN2/R7/1NN5/1N2K1N1,b1d2 b1c3 
1NNN4/N7/2N1N2N/8/R7/4kN2/R7/3RKR2,h6g4 h6f5 
N1N1RKR1/NN3N1R/5k2/4N2R/2N5/3N3N/8/1N1N4,e5g4 e5d7 
1N1KR2N/1N4N1/R6N/2Nk4/R7/NN1N4/1N3N1N/2R3N1,d3b4 d3f4 
2R2NN1/NN6/7R/N2k4/R2N4/1N6/5N2/3KR3,g8f6 g8e7 
1RKR3N/8/3N2N1/N7/7R/2k2N2/7R/8,d6e4 d6b5 
2NR4/1N6/6N1/N7/7R/2kN1N2/R4N2/1RK2N2,f2d1 f2e4 
1N1R1RNN/N6R/1N1Nk1NN/R3N3/2N5/8/3N1N2/1NN1K2N,g6f4 g6f8 
R6N/4k3/R3N3/1N4N1/4N3/5N2/5N1N/2NRKR2,h8g6 
N1RKR3/N7/2NN4/8/8/1N6/7R/1NNk4,b1c3 
4R3/7N/R2N4/3k4/R7/8/7N/2RK4,h7f6 
2N5/8/4NN2/R3N3/1N4Nk/R7/1N2N3/N5RK,e5f3 e5g6 
N1N1R1R1/8/8/R4N2/N1N1Nk2/1NN2N1R/2N4N/3N1K2,c3e2 c3d5 
5RN1/8/5N2/8/7R/1N2kN1N/R7/3RK2N,f6g4 f6d5 
NN1RKR1N/4N3/N1N4N/NN6/2N1N3/2N5/R3NN2/4k3,f2d3 
1R2N1N1/4N2N/3N3R/2kN4/R1N3NN/4N2N/N1N1N3/2KR1N2,d6e4 d6b7 
1R4NN/N1N1NNN1/5N2/R7/1NkN4/R7/4N3/2KR2N1,f7e5 f7d6 
1RNR4/7R/2kN4/R7/5N2/8/8/2K5,c8a7 c8e7 
1N2RKR1/N4NNN/5NN1/7N/3N3N/1N5R/2N2k2/NN5R,f6e4 f6g4 
N2RNR2/2N5/R3N3/4kN1N/N6R/NNN5/4N3/N3KN1N,a3c4 
RK4N1/7R/1k2N1N1/N5NR/3N4/7N/2N4N/2R4N,a5c4 
2k2N2/7R/4N3/4N3/2N5/2N1N1N1/8/1RKR4,c4b6 c4d6 
N3KR2/1N6/R7/N2Nk2N/4N2R/6N1/2N3N1/NN1R1N1N,a5c4 a5c6 
3RK3/8/2N1N3/7R/1N2k3/7R/8/5RN1,e6c5 e6g5 
K1N1N2N/2N5/7R/k7/3N3R/2NN1N1N/2N1NN2/1R3N2,d4b3 d4c6 
5RNR/2N3N1/N1N1N1N1/3NN3/R7/6k1/R7/1N2N1K1,g7f5 g7h5 
3RKR2/2N5/RN2N3/1N2k2N/R3N3/8/N7/1N1N1N1N,b6c4 b6d7 
1N2R1N1/5N2/7R/N2kN1N1/7R/1N3N2/8/2RKN3,g8f6 g8e7 
8/7N/R3N3/2N1k2N/N6R/7N/4N1N1/3RKR2,c5d3 c5d7 
NR1R2N1/8/2N4R/1Nk3N1/7R/N3N3/8/2K5,g5e4 g5e6 
8/7N/R7/5k2/R7/1N1N3N/3N4/2N1RKR1,b3d4 
7R/1k2NNN1/7R/3N2N1/8/2N1N1N1/6N1/RKR4N,f7d6 f7d8 
N4NRN/2NN3N/RN4N1/5kN1/N4N1R/2N5/3N4/4RK2,g6h4 g6e7 
2RKR2N/8/7N/1N6/3N4/1N3N2/7R/2Nk4,b5c3 
R7/5k2/R7/2N4N/1N1N2NN/1N6/7N/1N2RKRN,g4e5 g4h6 
1N5K/1NN5/5N2/RN6/3N3k/R7/5N2/3N2RN,d4f3 d4f5 
1NKR2N1/N3N1N1/N7/7R/2k2N2/2NN3R/5N2/1R5N,d3b2 d3e5 
4k3/7R/6N1/8/N5N1/8/8/3RKR2,g4f6 
1N5R/N3Nk2/RN6/N1N4N/1N6/1NN2N2/5N2/N1N1RKR1,f3e5 f3g5 
1N5R/4N3/R7/3N1Nk1/R7/1N6/N3N2N/N4RK1,h2f3 
1NRKR3/5N2/3N4/8/4N2N/5NN1/R2N4/3k2N1,e4f2 e4c3 
7K/8/8/4NN2/R2N4/7k/R5N1/6R1,g2f4 
4R1R1/8/N1N4R/5k2/7R/8/1N1N4/5K2,c6d4 c6e7 
4RKR1/8/5N2/7N/N2N4/R7/5k2/R7,f6e4 f6g4 
2R5/3N4/1N6/7R/3k4/R1N4N/6N1/3KR3,c3e2 c3b5 
4RNR1/1N6/2N5/R7/4NkN1/7R/N1NN4/5K1N,f8e6 f8g6 
R2NN2N/2NkN3/R7/N4N2/3N1N2/N5N1/1N3N2/2RKRN2,e8f6 
3RKRN1/2N3N1/R3N3/1N2kN2/N6R/2N5/2N3N1/1NNN1N1N,c1d3 
1N3K1N/N1N1N1N1/1N3N2/7N/RNN5/5kN1/N6R/N3R1R1,c4d2 c4e5 
8/R3N3/2N2k2/7R/N7/5N2/2N5/N1N1RKR1,e7d5 e7g8 
R4N2/1N3k2/7R/3N4/8/8/3N4/4RKR1,b7d6 b7d8 
N2NKR2/1N5N/4N3/2N1N1N1/N6R/1N2k3/R7/3R2NN,e5c4 e5g4 
1N3KR1/8/8/R3NN2/5k2/7R/8/4R3,e5d3 e5g6 
4NN1N/3N1N1N/5N2/R7/3k4/7R/6N1/2RKR2N,f8e6 
1N2R3/3N1N2/7N/7R/N1N1Nk2/R7/8/2N2KR1,c1e2 c1d3 
2NK4/NN3N2/8/7R/3kN3/R6N/1N6/2R1R2N,a7b5 a7c6 
1NNN1RKR/7N/N3N3/R7/N5k1/RNN5/NN1NN3/1N2N3,h7f6 
KR6/4N2R/kN6/N2N3R/2N5/4NN2/1N2NN2/NN1N1N1N,d5b4 d5c7 
4R1R1/8/1N5R/N4k2/7R/N2N4/6N1/5KN1,g2e3 g2h4 
NRN5/6N1/R6N/2kN3N/R1N3N1/5N2/2N4N/1NKR1N2,g7e6 
2R1R1N1/R2N4/2Nk4/R7/5NN1/2NN4/8/NNNKN3,c3e4 c3b5 
RKR2NN1/1N5R/NkN4N/7R/8/1N3NN1/8/6N1,f8d7 
8/N7/R7/4Nk2/7R/8/4N3/4RKR1,e2g3 e2d4 
2N4K/8/N4N2/R6N/5N1k/R7/5N2/6R1,f4g2 f4g6 
1N5R/6N1/8/R5N1/N5k1/R7/4N3/3NNRK1,d1f2 d1e3 
1N1K4/4N2R/3k4/7R/8/8/8/2R1R2N,e7f5 e7c8 
1N1K3N/5NN1/2N4R/N1Nk2N1/3N3R/1N6/1N1N1N1N/2R1R1N1,c6b4 c6e7 
N3NN1K/R3N3/7k/R7/4NN2/8/NN1NN1N1/6R1,e7f5 e7g8 
1NN2RN1/R7/1N2k2N/4N2R/1N5N/N3N2N/N6N/2NRK3,h3f4 h3g5 
N1R4N/3N4/1N3N2/7R/3k2N1/R7/1N6/N2KR3,a1c2 a1b3 
6RK/1N6/N7/R7/N1N4k/RN2N3/5N2/N2N4,e3g2 e3f5 
N2RKN2/6N1/2N5/R7/N3k3/R7/8/4NRN1,a4c3 a4c5 
3RKR2/R7/4k3/R7/N1N5/N7/8/8,a4c5 
2N5/8/R7/4N1k1/R7/N7/4N1N1/2N2RKR,e5f3 e5f7 
7R/1N2k3/R7/6NN/N4N2/5N2/2N1NN1N/1NNRKRN1,f4d5 f4g6 
7R/8/8/8/R5N1/3N2k1/R7/2N2RK1,c1e2 
3N2RK/2N2N2/8/6N1/4NN2/RN6/1N5k/R7,g5f3 
1N2RN1N/NN6/7R/2Nk4/7R/1N3NN1/1NN4N/N1RK2N1,c2e3 c2b4 
4NNRK/3N4/4N1N1/4N2N/1NN2N1N/5N2/R6N/2N4k,h5g3 
5K1N/1N5N/R7/5k2/7R/8/N7/N3R1R1,b7d6 
NN2RKR1/1N6/1N6/8/8/8/N6R/NNN2kN1,b1d2 
1RKN4/8/2N4N/N4NNN/R5N1/1NkN1N1N/R1N3N1/3R3N,g5e4 
RK4N1/3N4/7R/1k6/7R/8/8/1NR5,b1a3 b1c3 
2NKNNNN/3N4/8/1N3NN1/R6N/2NkN3/R6N/N1R1R3,d7c5 d7e5 
RK6/3N2N1/3N4/5NNR/NkN1N3/7R/6N1/N1R3N1,a1c2 
1NNN1R1R/6N1/N2N4/R5N1/6kN/RN6/3NN3/6KN,h1f2 
K1NN2N1/N4N1R/kN4NN/3N3R/5N2/4N1NN/8/1R1NN3,d5b4 d5c7 
2N5/8/8/3NN2R/3k4/R6N/8/2RKRN2,e5f3 e5c6 
2R1R3/R7/3k2N1/7R/5N2/2N4N/4N3/3K3N,c3e4 c3b5 
N6R/1N2k2N/4N2R/NNN5/N3N3/8/NN1N4/N2RKRN1,a5c6 
2KR2NN/8/7R/2kN4/R7/2N2N2/2N5/1R3NN1,c3a4 c3e4 
3R1R2/2N5/R7/N3k3/N6R/8/2N5/4K3,a5c4 a5c6 
1NRKRN2/2NN4/N1N5/3N1N2/1N3N2/7R/NN1k4/R7,b2c4 
3N2R1/8/6NN/8/N6R/5k2/R7/4RK1N,g6h4 g6e5 
2R1R2N/1N1N4/1N6/7R/3k4/7R/3N1N2/1N1K4,d2b3 d2f3 
3R1RN1/R3N3/NN1NkN2/N6R/6NN/2N5/1N3N2/NN1NK3,a6c5 a6c7 
6N1/7R/kN6/7R/2N5/1N2N3/3N2N1/KR6,b3c5 
RK6/8/2N5/3N4/6NR/Nk6/7R/2R5,c6d4 c6a5 
3N1K2/R7/2N2k2/R7/3N4/3NN3/8/N1NNR1R1,e3g4 e3d5 
NRKR4/8/8/7N/N1N5/N1N5/6NR/2k5,c3a2 c3e2 
N1N3R1/1N6/3N3N/8/R7/5N1k/R7/7K,f3g1 f3g5 
KR1NN2N/N7/2NNN2N/3N1N2/1NN5/2N5/1N5R/k2N4,b4c2 
1NNRK1N1/N6R/1N2k3/N3N2R/N1N5/4N3/8/N4RNN,a4c5 
N2R1R2/1NN5/1NN5/7R/4kN1N/7R/1N6/2N1K3,b7c5 b7d6 
8/R7/5k2/R7/5N2/1N6/1N6/4RKRN,f4d5 f4h5 
1RKR1NNN/N1N4N/N3N3/6NR/2kN4/R1N3N1/2N2N2/8,c2a3 c2e3 
1N5R/NN1NNN2/2N5/N7/R7/1N4kN/R5N1/5RK1,e7f5 
2RK4/5N1N/8/3N2NR/2Nk4/7R/8/3NR3,g5f3 g5e6 
2N2RKR/NNN3N1/1N1N4/N7/NNN1N3/R1N5/N2N2k1/R7,c4e3 
8/1N6/N7/5N1R/2NN1k2/1N5R/8/NN2RKR1,d4e2 d4e6 
8/N1N5/7N/N6R/N3k3/R7/8/2NRKR2,a4c3 a4c5 
R4N2/1N1Nk3/N6R/1N4NN/2N1N3/7N/N1N1N1N1/N2RKR2,f8g6 
1R1R1N1N/N1N1N3/N4N2/R5N1/2k2N1N/R1N3N1/4N2N/2KN4,d1b2 d1e3 
7R/4k3/R7/2N3N1/N1N5/N3N3/NN2N3/3RKR2,e3d5 e3f5 
3N1R1R/1N1N4/8/N7/R7/6k1/R4N2/6K1,f2h1 f2e4 
2R1R1NN/3N1N2/1N6/R1N5/N2kN3/R6N/N4N2/1N1K3N,c5b3 c5e6 
4RKR1/3N4/N1N4N/2N4R/4Nk2/R7/N6N/5N2,c5d3 c5e6 
3RKR2/N5N1/8/8/5N2/6N1/R7/4k3,f4g2 f4d3 
6RK/3NN1NN/1N1NN2N/3N2NN/2N2N2/5N2/R7/6Nk,h5g3 
8/4N3/7R/1kN1N3/N4N1R/3NN3/6N1/RKR4N,a4c3 
1RK1N3/R7/2k2N1N/R1NN3N/4NN2/7N/8/2NR1NN1,d5b4 d5e7 
5K2/3NNN2/8/7R/5k2/R7/8/3NR1R1,e7d5 e7g6 
8/8/R3N3/4k3/R7/4N1N1/8/3RKR2,e3c4 e3g4 
NNRKR3/N4NN1/8/3N1N2/5NN1/R7/N2k2NN/R7,h2f1 h2f3 
1N3kN1/R7/7N/1N3N2/1N6/1N5N/2N5/4RKR1,b8d7 
3KR1N1/1N1N3N/NN6/R3N2N/N1Nk4/7R/N4N2/1NRN1N2,e5f3 e5c6 
KR4N1/4N2R/k7/1N3N1R/2N5/5N2/5N2/1N5N,b5c7 
2RKR3/3NN2R/N2k4/R7/5N2/8/8/8,e7f5 e7c8 
2NRNN2/R5NN/2kN4/7R/4N3/8/7N/1RKNN2N,c8a7 c8e7 
1N2RK2/8/R7/3N1k2/7R/N7/8/6R1,d5e3 d5e7 
KR6/7N/2N5/8/5N2/2N5/3N3R/k6N,d2b3 
RKR5/8/8/4N3/1N6/3N4/7R/1k1N4,d1c3 
KR5N/2N2NNN/4N2R/k7/1N5R/2NN4/7N/5N1N,b4c6 
5KR1/2NN4/2N4R/N4k2/7R/2N5/5N1N/2N1R3,c6d4 c6e7 
2RKR3/N4N2/R7/3kN1N1/R2NN3/1N4N1/7N/N7,e4c3 e4f6 
7R/R7/N5k1/R7/8/6N1/N1N3N1/5RK1,g2f4 g2h4 
2k5/R7/6N1/8/8/N7/8/1RKR1N2,g6e7 
5N1N/3N4/3N4/2N5/7R/k2N2N1/7R/KRN4N,d6c4 d6b5 
1N1K3N/3N3N/1N3N2/1N6/3N3R/3k4/R7/1NR1R3,d7c5 d7e5 
1R1RN3/4N3/4N3/R1N4N/2k2N2/7R/N4N1N/2K1N3,e8d6 
NK3N2/6N1/7R/1k6/1N3NNR/3NN3/8/R1R5,a8c7 
N4R2/8/R7/5Nk1/R5N1/N7/N1NN4/2N3KR,d2f3 d2e4 
6N1/7N/3N4/7R/1k6/2N4R/6N1/RKR5,c3a2 c3d5 
5K2/R7/1N3k2/7R/3N4/8/8/2N1RNR1,b6d5 b6d7 
3NN1R1/8/3N4/1N5R/5k2/R4N2/N1N5/N3RK2,d8e6 
2N3RK/8/1N2N3/1N3NN1/3N4/5N2/R7/1N5k,f5g3 
3RKR2/4N3/N7/5NN1/8/6N1/R7/4k3,g5f3 
1R1R2N1/N7/R1N3N1/2kN4/RN5N/N4N2/2N3NN/1NK3NN,b4d3 b4a6 
1RN4N/2N4N/NN4NR/k2N1NN1/7R/2NN2N1/7N/K7,b6c4 
3RKR2/6N1/1N6/3N4/6N1/7R/4k2N/R7,d5c3 d5f4 
4R3/N4N2/7R/1NNk2N1/R6N/1N6/5N1N/2RKN2N,b5c3 b5c7 
1N1Nk3/7R/2N5/N1N3NN/7N/NNN4N/2N5/3RKR2,h5f6 h5g7 
7R/3NkN2/4N2R/2N5/1N4N1/1N6/1NN1N3/3RKRNN,b4d5 b4c6 
1NN1KRNN/N6R/3Nk2N/4N2R/8/N1N1N3/3N2NN/3R4,g2f4 
1R1R4/R7/N1k5/R7/7N/4N3/3N1N2/2KN4,a6b4 a6b8 
NN1N1RK1/1NN4N/N3N3/R5N1/6k1/R7/1N1N4/1NN3NR,h7f6 
2R5/4N3/8/3N4/R7/3kN3/R7/3KR1N1,d5b4 d5f4 
6RK/8/R7/1N5k/R7/8/2N1N2N/3N4,e2g3 e2f4 
2R5/8/4N2R/2NkN3/R2N4/1N6/7N/3KR3,e6f4 e6c7 
KR6/8/8/3N4/1N6/2N5/5N1R/k4NN1,b4c2 
N4RKR/N3N3/8/1N4N1/N3N3/RN4NN/3N2k1/R7,h3f4 
NN5R/5kN1/7R/3N4/8/NNN2N2/1N1NN3/1NN1RKR1,f3e5 f3g5 
1RKR4/1N6/5N2/6N1/8/N1N5/7R/2k4N,c3a2 c3e2 
5KR1/1N5N/7N/R1N5/5k2/7R/8/1N2R2N,c5d3 c5e6 
KR1NN3/3N1N2/1N6/6N1/N1NN4/2NN3N/4N2R/k2N1N2,d4c2 d4b3 
R4N2/3N2N1/NN3NNR/1k5N/5NNR/3NN2N/1N1N4/1KR5,a6c7 
1RK3N1/4N3/N7/R7/2k5/R7/6N1/N2R3N,g2e3 
KR2N3/7R/k7/7R/8/4N3/8/N3N3,e8c7 
N4RK1/R7/6k1/R7/8/N7/4N3/7R,e2f4 
3k4/6NR/5N2/8/8/3N4/4N3/N1RKR3,g7e6 
1N1NRKR1/2N5/N6R/1NN1Nk2/R7/N7/N4N1N/8,b5d4 b5d6 
4RKR1/N6N/RN6/5k2/2N2N1R/N7/1N1N3N/N1N1N1N1,c4e3 c4d6 
2NR1N2/N7/7N/7R/3Nk2N/R7/2N5/2N1KRN1,c8d6 
4RKR1/N7/8/5N2/N1NN4/R1N5/5k2/N4N1R,c3d1 c3e4 
NRKRN3/N4N1N/R1N5/2kN3N/R2N2N1/5N2/8/3N1N2,d4b3 d4e6 
8/1N1N3N/1N4NR/Nk5N/1N5R/3N2NN/8/RKR5,b7d6 
2R4N/1N1N3N/1N6/7R/2Nk2N1/R2N4/N4N2/NN1KR2N,a1c2 a1b3 
3KR2N/5N2/N5N1/7R/3k4/7R/5N1N/1NRN4,h2f3 
1NRKRN2/1N1N1NN1/R2N4/N2kN1N1/7R/8/5N2/2N4N,d7b6 d7f6 
4R3/R2N4/3k4/R1NN4/8/8/7N/2RK4,c5e4 c5b7 
1RKR4/N1N4N/8/R7/2kN4/7R/8/3N3N,d1b2 d1e3 
NN1R1R2/1N6/2N3N1/R3N3/1N2k2N/4N2R/1N4N1/N3K3,b7c5 b7d6 
1NR1NN2/8/5N2/8/7R/3k2NN/7R/3KRN2,h3f2 h3f4 
1RK5/5NN1/R6N/2k5/R6N/N3N3/4N2N/3R2N1,g7e6 
1N2K3/N7/8/R7/4k3/R6N/8/3R1R2,h3f2 h3g5 
1NN5/2N5/N6N/2N5/R7/2N1Nk2/7R/1NN1RKRN,b1d2 
N4K2/8/R3NN2/N3Nk2/1N3N1R/2N5/1N3N2/2N1R1R1,e6d4 e6g7 
1KR5/N7/3N4/5N1R/1k6/1N5R/8/R7,a7c6 
2K3NN/N4N2/7R/1Nk5/R6N/8/2N2N1N/1R1R4,f2d3 f2e4 
2N1R3/N4N2/3N3R/3k2N1/R2N4/6N1/1N1N3N/2RK2N1,c8b6 c8e7 
1N2KR2/3N3R/4k2N/7R/1NN5/8/N4N2/3R4,d7c5 d7f8 
3R4/7R/2kN4/7R/8/8/4NN2/1RK2N2,e2d4 
8/8/N3N3/8/R7/N1N2kN1/RN6/4RKR1,e6d4 e6g5 
6N1/8/3N4/N7/7R/N4kN1/R7/1N2RKR1,b1d2 
4N2R/3kN1N1/7R/1N4N1/8/N1N3N1/1N6/1NRKR3,e8f6 
3RKR1N/2N1N3/8/R7/N3k3/R3N3/6N1/8,a4c3 a4c5 
KR1N4/N7/8/6N1/N3N3/2NN4/3NNN1R/k2N4,d2b3 
N2R4/R7/2k2N1N/R7/5N1N/NNN3NN/8/NRK5,b3d4 b3a5 
4R2N/R7/2N2k2/5N1R/2N2N2/7N/6N1/1NN2KR1,f4d5 f4h5 
2NRK3/6N1/N3N3/1NN3N1/R7/1N2k2N/7R/2N2R1N,g7f5 
3RKR2/8/8/6N1/6N1/7R/4k3/3N3R,d1c3 
NRN1N3/N7/6NR/1NkN1N2/2N4R/7N/2NN3N/1NKR2N1,d2b3 d2e4 
2RKR1N1/2N4R/2NkN1N1/7R/1N6/8/N1N1N3/1N3N2,c7b5 c7e8 
RKR1N2N/7R/1k5N/1N4NR/1N1N3N/5N2/N7/N1NN2N1,b4d5 
R7/3Nk2N/R3N2N/2N3NN/8/NN6/N1N5/1NNRKR1N,h6f5 h6g8 
3R3N/R3N3/3NkN2/R7/1NN5/N7/1N2N3/1NN1KR1N,e2d4 e2f4 
8/4N3/8/8/7R/k7/7R/KR2NN2,e1c2 
1RKR4/4N1NN/N7/2N3NR/1NkN4/R1N4N/N3N3/NN6,b1d2 b1a3 
2R1R3/8/3N1N1N/5N2/R5N1/3k4/3N3R/3K2N1,g4f2 g4e5 
1R6/7R/2kNN3/7R/8/8/6N1/2KR4,e6d4 e6d8 
1NNNR1R1/2N3NN/7N/3N3N/N6R/5k2/RN3N2/N2N1K1N,h7g5 
4N1N1/1N1N4/N4N1N/N2N4/R7/5kN1/R7/4RKR1,d7e5 
3NRKR1/8/8/8/R3NN2/5k2/7R/3N4,e4d2 e4g5 
3R4/R6N/1Nk5/R7/8/7N/4N2N/1RKN4,e2d4 
3KR2N/NN4N1/7R/N2kN3/3N3R/1N6/N7/2R3N1,a2c3 a2b4 
1R2N3/4N2N/8/8/7R/k5N1/3N3R/K7,d2b1 d2c4 
2NKRNN1/6N1/3N2NN/NN4N1/R6N/3k2N1/R6N/1NR5,g6f4 g6e5 
5N2/2N3NN/3NN1NR/k7/4N2R/2N2N2/7N/KR4N1,d6c4 d6b7 
1N6/2N2NNN/7R/k2N2N1/7R/2N5/4N1NN/KR2N2N,b8c6 
KN3N2/7N/3N1N2/8/7R/k4N2/7R/1RNN4,d6c4 d6b5 
1N1NRKR1/6N1/NN6/NN1NN3/3N3N/R7/N1N1NkN1/R7,e5d3 e5g4 
RK3N2/1N5R/1k6/7R/6N1/8/6N1/2RN4,f8d7 
NN1R1R2/8/6N1/8/4N2R/3NkN2/RN2N3/2N1K1NN,b2d1 b2c4 
1N4K1/8/4NN2/8/R5N1/6k1/R1N5/4NR1R,f6e4 f6h5 
2R3N1/1N2N1N1/6N1/7R/Nk2N1N1/7R/3N3N/RK6,e7d5 e7c6 
4RKR1/6N1/6N1/8/8/3N3N/2N4R/5k2,c2e3 
7R/4kN1N/3N3R/7N/8/8/N7/3RKR2,d6f5 d6c8 
1RKRN3/7R/1Nk2N1N/2N4R/8/5N2/5N2/2N5,f3d4 f3e5 
5R2/1N6/R7/1N2k3/N6R/NN4N1/4N3/N2RK2N,a3c4 
1RKRN2N/5NN1/4N3/8/2N4N/N5N1/R1N5/1NkN3N,g3e2 
2NKN1NN/NN3N2/6N1/7R/N1Nk2N1/7R/N7/2RNR3,a7b5 a7c6 
1R1N3N/6NN/2N2N2/6NR/k2N2NN/6NR/2N2N2/KNN5,b1c3 
4KR2/4N3/1N6/7R/1N2kN2/R3N3/2N4N/2NR1N2,f1d2 f1g3 
4RKRN/8/8/5N2/5N2/7R/N3Nk2/7R,f4d3 f4h3 
NN1KN2N/2N1N2N/7N/5N2/R6N/1NNk4/R6N/2R1R3,b3c1 b3c5 
6N1/N7/3N4/8/R6N/N4N1k/RN6/1N4RK,f3g1 f3g5 
3K4/8/R2N2N1/N1Nk2N1/7R/1N4N1/8/2R1R2N,g6f4 g6e7 
1R6/8/4N3/N3N3/1N5R/1Nk4N/7R/2KR4,b4a2 b4d5 
